Date,Open,High,Low,Close,Volume
2011-09-23 10:14:07.251931,109.77,110.58,108.51,108.64,67558
2011-09-26 10:14:07.251931,168.42,170.38,161.46999999999997,164.07999999999998,69223
2011-09-27 10:14:07.251931,144.02,145.62,137.17000000000002,139.21,94620
2011-09-28 10:14:07.251931,112.2,118.3,110.22,115.47,51556
2011-09-29 10:14:07.251931,149.52,150.96,147.68,149.77,19909
2011-09-30 10:14:07.251931,103.44,108.27,100.89,106.19,53558
2011-10-03 10:14:07.251931,190.93,192.4,186.83,188.27,89382
2011-10-04 10:14:07.251931,125.88,127.42,121.72,124.33,97793
2011-10-05 10:14:07.251931,166.25,167.05,160.47,161.55,38013
2011-10-06 10:14:07.251931,131.17,137.14000000000001,128.39,135.78,32875
2011-10-07 10:14:07.251931,152.01,155.1,149.91,153.69,21408
2011-10-10 10:14:07.251931,154.67,161.12,153.89999999999998,159.0,45607
2011-10-11 10:14:07.251931,118.49,121.30999999999999,114.45,116.14,71684
2011-10-12 10:14:07.251931,196.96,199.06000000000003,195.36,198.07000000000002,46281
2011-10-13 10:14:07.251931,177.51,179.42,177.1,179.29,37326
2011-10-14 10:14:07.251931,193.95,195.44,190.35999999999999,192.13,23601
2011-10-17 10:14:07.251931,189.48,194.58999999999997,188.54,192.95999999999998,11135
2011-10-18 10:14:07.251931,159.79,164.76999999999998,159.63,164.26,32741
2011-10-19 10:14:07.251931,192.19,198.32,189.34,196.04,21913
2011-10-20 10:14:07.251931,108.85,114.19,106.92999999999999,111.24,20101
2011-10-21 10:14:07.251931,119.6,122.44,114.74,117.36999999999999,28631
2011-10-24 10:14:07.251931,104.52,105.11,100.30999999999999,102.33999999999999,82084
2011-10-25 10:14:07.251931,132.53,139.79,131.46,137.16,46870
2011-10-26 10:14:07.251931,138.87,140.98000000000002,132.43,133.97,58985
2011-10-27 10:14:07.251931,127.13,130.65,125.1,129.29,37215
2011-10-28 10:14:07.251931,182.87,186.55,179.99,184.93,72110
2011-10-31 10:14:07.251931,135.68,139.46,134.92000000000002,136.91,29215
2011-11-01 10:14:07.251931,128.09,134.43,125.47,132.99,24024
2011-11-02 10:14:07.251931,154.27,155.39000000000001,149.62,152.39000000000001,86949
2011-11-03 10:14:07.251931,114.09,115.57000000000001,110.48,112.49000000000001,91855
2011-11-04 10:14:07.251931,180.22,181.96,173.22,176.01,94982
2011-11-07 10:14:07.251931,107.46,108.02999999999999,105.7,106.89,55483
2011-11-08 10:14:07.251931,198.69,201.39,193.44,196.3,88157
2011-11-09 10:14:07.251931,177.22,179.24,173.54,175.65,20511
2011-11-10 10:14:07.251931,119.87,125.12,119.74000000000001,123.22,29923
2011-11-11 10:14:07.251931,100.55,105.19999999999999,97.83,104.89999999999999,20558
2011-11-14 10:14:07.251931,181.55,183.36,176.96000000000004,178.41000000000003,10526
2011-11-15 10:14:07.251931,170.69,171.05,168.04,169.42,11753
2011-11-16 10:14:07.251931,172.9,177.43,171.20000000000002,177.19,36248
2011-11-17 10:14:07.251931,177.13,178.71,172.3,172.75,24656
2011-11-18 10:14:07.251931,107.4,108.61,101.91000000000001,103.32000000000001,33266
2011-11-21 10:14:07.251931,135.85,137.62,129.98999999999998,132.48,74555
2011-11-22 10:14:07.251931,111.59,112.81,111.54,112.54,72995
2011-11-23 10:14:07.251931,186.31,187.6,181.99,182.81,85756
2011-11-24 10:14:07.251931,162.33,167.53000000000003,162.32000000000002,167.01000000000002,93574
2011-11-25 10:14:07.251931,133.09,136.05,131.31,132.56,88277
2011-11-28 10:14:07.251931,106.36,108.06,104.17999999999999,106.38,80377
2011-11-29 10:14:07.251931,131.1,133.16,126.16999999999999,128.57,75402
2011-11-30 10:14:07.251931,132.52,133.5,129.39000000000001,132.23000000000002,64176
2011-12-01 10:14:07.251931,172.96,174.86,171.13,174.58,51733
2011-12-02 10:14:07.251931,163.76,169.2,163.0,166.26999999999998,24418
2011-12-05 10:14:07.251931,188.72,192.12,185.95,191.26,47185
2011-12-06 10:14:07.251931,147.22,149.27,144.89,148.0,51745
2011-12-07 10:14:07.251931,111.96,117.95,110.24,116.0,63787
2011-12-08 10:14:07.251931,171.32,174.55999999999997,169.23,174.48999999999998,90123
2011-12-09 10:14:07.251931,176.08,181.08,173.31,178.65,62035
2011-12-12 10:14:07.251931,156.13,157.74,149.55,151.69,97804
2011-12-13 10:14:07.251931,177.1,177.93,171.05999999999997,172.17,75984
2011-12-14 10:14:07.251931,149.38,149.56,144.36,146.5,62462
2011-12-15 10:14:07.251931,152.27,154.4,152.15,153.91,47353
2011-12-16 10:14:07.251931,142.75,145.44,140.70000000000002,141.86,83644
2011-12-19 10:14:07.251931,102.54,104.60000000000001,100.34,101.56,58302
2011-12-20 10:14:07.251931,110.79,115.39,110.29,114.64,86979
2011-12-21 10:14:07.251931,103.14,107.3,103.07000000000001,107.1,32435
2011-12-22 10:14:07.251931,163.64,169.79999999999998,163.23999999999998,167.73,67728
2011-12-23 10:14:07.251931,131.44,133.16,127.61999999999999,129.57999999999998,11238
2011-12-26 10:14:07.251931,150.86,153.98000000000002,148.45000000000002,152.77,90857
2011-12-27 10:14:07.251931,190.76,191.85,185.51999999999998,188.48,91610
2011-12-28 10:14:07.251931,124.93,125.58000000000001,120.8,121.84,23049
2011-12-29 10:14:07.251931,141.04,143.04999999999998,136.08999999999997,137.89,67193
2011-12-30 10:14:07.251931,175.56,178.47,171.17,173.98,45584
2012-01-02 10:14:07.251931,122.88,123.41,121.67999999999999,122.17999999999999,76634
2012-01-03 10:14:07.251931,107.7,112.80000000000001,105.55,111.01,24679
2012-01-04 10:14:07.251931,128.98,130.25,122.91999999999999,125.17999999999999,44505
2012-01-05 10:14:07.251931,116.12,119.81,115.85000000000001,118.47,61341
2012-01-06 10:14:07.251931,192.97,194.04,190.39,193.28,60374
2012-01-09 10:14:07.251931,180.81,183.29,176.25,178.69,56998
2012-01-10 10:14:07.251931,163.34,164.8,163.17000000000002,163.27,86970
2012-01-11 10:14:07.251931,187.15,188.78,184.88,185.15,65701
2012-01-12 10:14:07.251931,180.37,182.24,180.22,181.33,54859
2012-01-13 10:14:07.251931,118.66,119.21,117.0,118.0,43178
2012-01-16 10:14:07.251931,189.26,189.51999999999998,184.36999999999998,185.89999999999998,37575
2012-01-17 10:14:07.251931,153.93,156.07,148.5,150.1,29329
2012-01-18 10:14:07.251931,180.74,181.8,179.94,181.21,67254
2012-01-19 10:14:07.251931,189.61,195.70000000000002,186.88000000000002,193.63000000000002,94029
2012-01-20 10:14:07.251931,131.8,132.97,129.14000000000001,130.24,97366
2012-01-23 10:14:07.251931,111.01,114.59,110.87,113.34,83662
2012-01-24 10:14:07.251931,122.79,125.79,121.89,124.38000000000001,50068
2012-01-25 10:14:07.251931,142.71,148.13,141.12,147.03,68951
2012-01-26 10:14:07.251931,181.8,185.31000000000003,180.58,185.01000000000002,97629
2012-01-27 10:14:07.251931,186.07,187.67,185.25,186.73999999999998,45171
2012-01-30 10:14:07.251931,100.7,104.25999999999999,100.31,102.27,18262
2012-01-31 10:14:07.251931,151.07,157.04999999999998,148.60999999999999,155.04999999999998,53270
2012-02-01 10:14:07.251931,141.74,142.60000000000002,137.75,140.74,30785
2012-02-02 10:14:07.251931,122.21,123.58999999999999,119.49,120.47999999999999,49469
2012-02-03 10:14:07.251931,111.99,112.57,105.96,107.1,78831
2012-02-06 10:14:07.251931,133.76,137.66,131.91,137.03,91223
2012-02-07 10:14:07.251931,194.29,197.36999999999998,192.13,197.29999999999998,55643
2012-02-08 10:14:07.251931,132.32,135.01,127.17999999999998,128.35999999999999,77657
2012-02-09 10:14:07.251931,151.88,153.28,149.17,152.65,13582
2012-02-10 10:14:07.251931,170.3,170.98000000000002,168.26,169.94,40280
2012-02-13 10:14:07.251931,136.36,137.20000000000002,131.20000000000002,132.55,52589
2012-02-14 10:14:07.251931,197.18,202.37,195.24,201.99,50000
2012-02-15 10:14:07.251931,196.24,198.16,190.53,193.39000000000001,11085
2012-02-16 10:14:07.251931,125.18,125.41000000000001,118.47000000000001,120.85000000000001,91427
2012-02-17 10:14:07.251931,149.72,151.07,149.6,150.67,25600
2012-02-20 10:14:07.251931,130.09,134.41,129.09,132.48,69801
2012-02-21 10:14:07.251931,128.48,129.5,122.38999999999999,123.79999999999998,71739
2012-02-22 10:14:07.251931,103.69,107.4,102.75,105.28,84181
2012-02-23 10:14:07.251931,160.96,162.95,158.86,161.28,51596
2012-02-24 10:14:07.251931,150.27,151.04000000000002,143.82000000000002,146.3,80410
2012-02-27 10:14:07.251931,105.15,107.10000000000001,99.69000000000001,101.88000000000001,89303
2012-02-28 10:14:07.251931,127.86,128.89,124.89,128.54,62188
2012-02-29 10:14:07.251931,190.83,192.44000000000003,187.97000000000003,188.79000000000002,36825
2012-03-01 10:14:07.251931,123.96,129.65,121.33999999999999,128.34,20913
2012-03-02 10:14:07.251931,114.49,118.47999999999999,112.19,117.67999999999999,91751
2012-03-05 10:14:07.251931,148.95,155.6,147.85999999999999,153.79,94269
2012-03-06 10:14:07.251931,198.57,201.18,193.97,196.17,24332
2012-03-07 10:14:07.251931,124.21,131.91,123.89999999999999,128.91,64895
2012-03-08 10:14:07.251931,167.21,169.03,164.15,166.52,14432
2012-03-09 10:14:07.251931,176.16,177.37,173.04,174.64,98095
2012-03-12 10:14:07.251931,123.76,124.44000000000001,118.38000000000001,119.26,36570
2012-03-13 10:14:07.251931,172.82,173.59,166.38,168.35,16103
2012-03-14 10:14:07.251931,136.78,140.14,134.86,138.7,25900
2012-03-15 10:14:07.251931,163.23,164.32999999999998,162.18,162.81,68415
2012-03-16 10:14:07.251931,163.35,166.09,160.53,160.62,77567
2012-03-19 10:14:07.251931,153.58,155.82,152.28,154.72,72713
2012-03-20 10:14:07.251931,109.03,110.15,104.85000000000001,106.56,93169
2012-03-21 10:14:07.251931,183.53,185.46,180.9,184.31,68639
2012-03-22 10:14:07.251931,132.08,134.59,127.89000000000001,130.67000000000002,98728
2012-03-23 10:14:07.251931,118.65,123.84,117.06,121.89,95476
2012-03-26 10:14:07.251931,104.08,109.13,101.82,107.28999999999999,18988
2012-03-27 10:14:07.251931,159.09,160.09,157.54000000000002,158.86,88488
2012-03-28 10:14:07.251931,167.76,170.20999999999998,164.02999999999997,166.26999999999998,12977
2012-03-29 10:14:07.251931,101.66,101.78,99.67999999999999,100.28999999999999,64641
2012-03-30 10:14:07.251931,151.21,156.88000000000002,150.1,154.27,11268
2012-04-02 10:14:07.251931,122.65,124.19000000000001,119.03,120.93,64431
2012-04-03 10:14:07.251931,164.52,165.71,161.56,161.61,26756
2012-04-04 10:14:07.251931,117.44,118.92999999999999,111.11999999999999,113.28999999999999,30764
2012-04-05 10:14:07.251931,169.09,171.09,166.25,168.76,69912
2012-04-06 10:14:07.251931,138.67,138.70999999999998,137.29,138.48999999999998,50385
2012-04-09 10:14:07.251931,193.67,199.69,192.32999999999998,197.07999999999998,25032
2012-04-10 10:14:07.251931,113.75,115.09,108.41,110.96,55702
2012-04-11 10:14:07.251931,134.11,135.14000000000001,130.59,132.92000000000002,21885
2012-04-12 10:14:07.251931,111.35,114.83999999999999,110.49,114.42999999999999,19796
2012-04-13 10:14:07.251931,192.47,197.03,191.5,195.71,42863
2012-04-16 10:14:07.251931,187.73,189.22,184.54,186.57999999999998,91014
2012-04-17 10:14:07.251931,125.79,127.0,123.69000000000001,125.38000000000001,42117
2012-04-18 10:14:07.251931,166.0,168.04,163.54,164.03,30753
2012-04-19 10:14:07.251931,181.72,187.31,180.79,186.05,30325
2012-04-20 10:14:07.251931,155.52,158.4,149.01000000000002,151.71,17021
2012-04-23 10:14:07.251931,152.97,159.11,150.91,157.31,90721
2012-04-24 10:14:07.251931,124.19,128.45,121.23,126.03,63096
2012-04-25 10:14:07.251931,109.31,109.96,107.01,109.63,81404
2012-04-26 10:14:07.251931,189.72,190.91,182.22,185.05,23071
2012-04-27 10:14:07.251931,190.04,191.04999999999998,189.14999999999998,189.79999999999998,74649
2012-04-30 10:14:07.251931,163.31,165.02,160.08,162.39000000000001,18041
2012-05-01 10:14:07.251931,133.9,136.48000000000002,130.45000000000002,130.51000000000002,92051
2012-05-02 10:14:07.251931,134.92,136.72,132.91,136.48,50058
2012-05-03 10:14:07.251931,172.6,177.53,171.19,177.31,58263
2012-05-04 10:14:07.251931,189.71,192.88000000000002,188.67000000000002,190.33,54470
2012-05-07 10:14:07.251931,188.71,191.5,186.12,190.86,97826
2012-05-08 10:14:07.251931,177.99,180.0,171.11,173.67000000000002,38223
2012-05-09 10:14:07.251931,164.2,165.82999999999998,163.31,163.38,43575
2012-05-10 10:14:07.251931,108.41,110.91,102.74,104.57,55799
2012-05-11 10:14:07.251931,116.16,117.66999999999999,115.06,117.28999999999999,31661
2012-05-14 10:14:07.251931,189.86,194.63,188.61,194.24,91975
2012-05-15 10:14:07.251931,160.64,163.92999999999998,158.14,162.26,46432
2012-05-16 10:14:07.251931,100.92,103.76,95.75999999999999,96.69,41147
2012-05-17 10:14:07.251931,110.15,111.39,105.87,108.7,39114
2012-05-18 10:14:07.251931,166.35,167.83999999999997,165.81,166.85999999999999,16030
2012-05-21 10:14:07.251931,100.51,102.33,97.55000000000001,99.54,57429
2012-05-22 10:14:07.251931,116.08,122.21000000000001,114.06,119.42,57743
2012-05-23 10:14:07.251931,154.87,160.53,154.11,158.02,75615
2012-05-24 10:14:07.251931,169.19,173.3,168.22,170.31,57577
2012-05-25 10:14:07.251931,165.2,165.26999999999998,161.42999999999998,163.92999999999998,12966
2012-05-28 10:14:07.251931,122.43,122.77000000000001,117.69,119.98,13728
2012-05-29 10:14:07.251931,171.22,173.05,166.29,167.28,47304
2012-05-30 10:14:07.251931,123.72,126.17999999999999,120.67,122.27,59277
2012-05-31 10:14:07.251931,132.54,133.4,131.48,131.67,10947
2012-06-01 10:14:07.251931,174.65,177.13,174.02,176.41,88101
2012-06-04 10:14:07.251931,164.96,168.90000000000003,163.5,166.54000000000002,91380
2012-06-05 10:14:07.251931,184.92,185.08999999999997,180.35999999999999,180.61999999999998,76130
2012-06-06 10:14:07.251931,165.76,166.87,162.17999999999998,164.70999999999998,31414
2012-06-07 10:14:07.251931,156.83,158.35000000000002,151.5,153.65,92060
2012-06-08 10:14:07.251931,109.37,111.05000000000001,103.11,105.94,29439
2012-06-11 10:14:07.251931,136.77,142.23000000000002,134.69,140.04000000000002,68220
2012-06-12 10:14:07.251931,126.52,127.58,119.12,121.94,56785
2012-06-13 10:14:07.251931,124.4,126.24000000000001,121.93,123.59,46973
2012-06-14 10:14:07.251931,197.3,199.06,192.18,193.98000000000002,97091
2012-06-15 10:14:07.251931,139.31,144.73999999999998,136.38,143.1,83318
2012-06-18 10:14:07.251931,189.2,191.68999999999997,187.26999999999998,189.76999999999998,78196
2012-06-19 10:14:07.251931,163.11,163.89000000000001,160.33,160.42000000000002,16089
2012-06-20 10:14:07.251931,179.48,179.75,177.31,179.5,80854
2012-06-21 10:14:07.251931,150.26,152.93,147.54,152.57,72235
2012-06-22 10:14:07.251931,157.69,162.94,155.3,162.27,39400
2012-06-25 10:14:07.251931,149.25,150.75,144.7,146.45,25405
2012-06-26 10:14:07.251931,119.52,125.89999999999999,117.50999999999999,123.38,62763
2012-06-27 10:14:07.251931,172.25,178.69,169.28,176.59,40209
2012-06-28 10:14:07.251931,128.08,134.61,127.81000000000002,132.24,83598
2012-06-29 10:14:07.251931,102.43,104.83,100.43,103.78,27424
2012-07-02 10:14:07.251931,164.55,167.06000000000003,163.70000000000002,165.85000000000002,99523
2012-07-03 10:14:07.251931,117.71,118.89,114.82,116.74,30556
2012-07-04 10:14:07.251931,194.05,197.15000000000003,192.23000000000002,196.57000000000002,29330
2012-07-05 10:14:07.251931,195.39,195.88,194.92999999999998,195.7,91266
2012-07-06 10:14:07.251931,191.49,195.03000000000003,190.87,193.26000000000002,13236
2012-07-09 10:14:07.251931,137.02,139.99,134.44,136.3,79216
2012-07-10 10:14:07.251931,101.55,104.36,101.17,103.86,40312
2012-07-11 10:14:07.251931,192.83,196.21,192.03,196.07000000000002,31191
2012-07-12 10:14:07.251931,142.82,145.16,136.77,139.28,93457
2012-07-13 10:14:07.251931,196.67,200.76,195.69,200.0,46640
2012-07-16 10:14:07.251931,196.36,199.25000000000003,194.9,196.76000000000002,72293
2012-07-17 10:14:07.251931,185.3,190.86,182.48000000000002,188.75,46688
2012-07-18 10:14:07.251931,129.44,132.28,128.07,128.75,81229
2012-07-19 10:14:07.251931,138.51,139.73999999999998,136.13,137.29999999999998,95802
2012-07-20 10:14:07.251931,185.11,191.25000000000003,183.29000000000002,189.26000000000002,34122
2012-07-23 10:14:07.251931,131.69,133.07999999999998,126.92999999999999,129.2,51224
2012-07-24 10:14:07.251931,116.95,122.28,114.25,120.39,16331
2012-07-25 10:14:07.251931,155.68,157.03,152.77,155.52,97102
2012-07-26 10:14:07.251931,193.62,194.32999999999998,191.29,193.76,52262
2012-07-27 10:14:07.251931,169.6,171.12,167.0,167.68,96314
2012-07-30 10:14:07.251931,157.01,159.32999999999998,156.94,157.73999999999998,69592
2012-07-31 10:14:07.251931,109.72,112.15,106.82,107.97,43926
2012-08-01 10:14:07.251931,161.5,163.71,156.47,156.89,96287
2012-08-02 10:14:07.251931,199.01,201.0,194.6,196.73,27528
2012-08-03 10:14:07.251931,114.01,114.35000000000001,107.09,109.07000000000001,10068
2012-08-06 10:14:07.251931,151.83,158.77,151.70000000000002,156.61,79253
2012-08-07 10:14:07.251931,187.74,193.9,185.23000000000002,192.4,90754
2012-08-08 10:14:07.251931,174.08,176.76000000000002,172.28,173.03,53968
2012-08-09 10:14:07.251931,169.7,174.73999999999998,168.39999999999998,171.98,58623
2012-08-10 10:14:07.251931,170.25,170.42,166.71,168.71,52129
2012-08-13 10:14:07.251931,135.95,140.12,134.66,137.66,71321
2012-08-14 10:14:07.251931,129.36,132.52000000000004,128.04000000000002,132.41000000000003,21526
2012-08-15 10:14:07.251931,180.94,186.51,180.74,185.41,36709
2012-08-16 10:14:07.251931,181.01,182.64,178.81,180.01,25063
2012-08-17 10:14:07.251931,186.71,189.98000000000002,184.42000000000002,189.54000000000002,14723
2012-08-20 10:14:07.251931,191.32,193.56,186.23,188.98,14213
2012-08-21 10:14:07.251931,151.13,156.06,149.89,156.03,32797
2012-08-22 10:14:07.251931,150.15,150.66,144.14,145.41,94946
2012-08-23 10:14:07.251931,179.83,182.61,177.72,180.87,98918
2012-08-24 10:14:07.251931,165.0,168.73999999999998,162.17,166.6,55217
2012-08-27 10:14:07.251931,170.2,174.82999999999998,169.39999999999998,172.07999999999998,78283
2012-08-28 10:14:07.251931,179.58,181.70000000000002,174.46,175.78,33655
2012-08-29 10:14:07.251931,189.0,195.41,186.61,193.39,87990
2012-08-30 10:14:07.251931,133.8,134.98000000000002,128.78,130.61,22587
2012-08-31 10:14:07.251931,137.56,138.79,137.23,138.79,32555
2012-09-03 10:14:07.251931,109.4,109.76,104.75000000000001,106.63000000000001,38071
2012-09-04 10:14:07.251931,157.83,159.43,155.34,155.9,30239
2012-09-05 10:14:07.251931,103.59,106.08,102.06,104.05,59151
2012-09-06 10:14:07.251931,146.56,147.81,144.14,145.73,12203
2012-09-07 10:14:07.251931,154.26,156.45,148.23,150.85999999999999,23635
2012-09-10 10:14:07.251931,128.65,130.22,123.97,125.36,62571
2012-09-11 10:14:07.251931,159.08,159.3,157.42000000000002,158.26000000000002,11144
2012-09-12 10:14:07.251931,103.05,106.19999999999999,102.36,105.61999999999999,42699
2012-09-13 10:14:07.251931,103.73,110.23,101.11,107.71000000000001,94619
2012-09-14 10:14:07.251931,182.26,184.42999999999998,177.59,178.1,22213
2012-09-17 10:14:07.251931,136.02,138.70000000000002,133.67000000000002,134.95000000000002,26944
2012-09-18 10:14:07.251931,112.71,113.05999999999999,108.14999999999999,108.71,76723
2012-09-19 10:14:07.251931,152.22,155.19,145.07,147.39,78669
2012-09-20 10:14:07.251931,177.0,179.25,175.58,178.62,78947
2012-09-21 10:14:07.251931,121.58,122.64,120.53,122.6,44457
2012-09-24 10:14:07.251931,162.29,165.28,157.83999999999997,158.92,45191
2012-09-25 10:14:07.251931,108.53,109.37,103.31,105.87,82264
2012-09-26 10:14:07.251931,105.17,107.17,98.75,100.41,67924
2012-09-27 10:14:07.251931,153.14,157.01999999999998,150.98999999999998,156.48999999999998,43744
2012-09-28 10:14:07.251931,154.06,160.55,151.37,158.81,63424
2012-10-01 10:14:07.251931,163.74,166.45000000000002,157.38,160.09,98417
2012-10-02 10:14:07.251931,172.61,173.57000000000002,168.93,169.92000000000002,88337
2012-10-03 10:14:07.251931,197.59,203.28,194.73,201.27,86084
2012-10-04 10:14:07.251931,151.63,156.45,151.56,155.89,42886
2012-10-05 10:14:07.251931,132.3,134.17000000000002,130.37,131.5,94963
2012-10-08 10:14:07.251931,179.52,180.53,172.34,175.03,10972
2012-10-09 10:14:07.251931,127.08,127.71,121.65,122.47,16621
2012-10-10 10:14:07.251931,143.9,145.58,143.08,144.64000000000001,59738
2012-10-11 10:14:07.251931,107.85,108.39,105.87,106.78,67694
2012-10-12 10:14:07.251931,102.54,105.25,95.99000000000001,97.83000000000001,64777
2012-10-15 10:14:07.251931,196.26,198.28,194.95,197.09,24530
2012-10-16 10:14:07.251931,183.6,184.34,176.53,178.71,17354
2012-10-17 10:14:07.251931,169.6,173.82,166.92,172.47,56529
2012-10-18 10:14:07.251931,140.9,141.86,136.94,138.96,61714
2012-10-19 10:14:07.251931,117.33,119.56,112.12,112.73,98759
2012-10-22 10:14:07.251931,115.64,119.42999999999999,112.84,116.52,51232
2012-10-23 10:14:07.251931,125.02,126.33,123.21,124.0,62079
2012-10-24 10:14:07.251931,154.92,162.24,154.47,159.66,22550
2012-10-25 10:14:07.251931,171.46,173.6,171.19,171.9,98196
2012-10-26 10:14:07.251931,166.02,166.49,162.08,163.77,70385
2012-10-29 10:14:07.251931,127.99,132.14999999999998,127.64999999999999,130.07999999999998,74736
2012-10-30 10:14:07.251931,195.49,197.03,192.78000000000003,193.20000000000002,40268
2012-10-31 10:14:07.251931,173.79,179.77999999999997,172.89,177.82999999999998,14290
2012-11-01 10:14:07.251931,155.44,158.10999999999999,153.35,154.19,65034
2012-11-02 10:14:07.251931,161.17,162.98999999999998,159.35999999999999,161.67,40138
2012-11-05 10:14:07.251931,141.96,144.66,135.02,137.47,81982
2012-11-06 10:14:07.251931,124.77,127.02,121.75,124.03,23432
2012-11-07 10:14:07.251931,135.6,140.39,134.81,138.92,77058
2012-11-08 10:14:07.251931,175.78,180.65,175.04,178.84,68175
2012-11-09 10:14:07.251931,101.44,102.42,95.77999999999999,98.67999999999999,43329
2012-11-12 10:14:07.251931,111.61,114.56,108.85000000000001,108.87,79076
2012-11-13 10:14:07.251931,104.6,109.77,101.96,107.77,22328
2012-11-14 10:14:07.251931,104.07,108.49999999999999,103.47,108.36999999999999,44247
2012-11-15 10:14:07.251931,185.55,186.53,178.66,181.5,16677
2012-11-16 10:14:07.251931,170.37,172.24,168.84,169.87,71810
2012-11-19 10:14:07.251931,147.42,147.58999999999997,144.47,145.79,60357
2012-11-20 10:14:07.251931,109.78,113.55999999999999,107.66,113.49,65812
2012-11-21 10:14:07.251931,149.16,150.51,143.24,145.0,51616
2012-11-22 10:14:07.251931,147.35,148.35,143.51000000000002,144.46,71284
2012-11-23 10:14:07.251931,117.32,121.14999999999999,115.66,119.83999999999999,59741
2012-11-26 10:14:07.251931,143.39,144.17999999999998,136.70999999999998,138.89999999999998,63478
2012-11-27 10:14:07.251931,139.85,140.34,139.65,139.78,64056
2012-11-28 10:14:07.251931,161.59,163.66,160.98,161.01,55534
2012-11-29 10:14:07.251931,163.51,165.04999999999998,160.48,161.85,89056
2012-11-30 10:14:07.251931,104.53,105.13,103.08,103.48,74162
2012-12-03 10:14:07.251931,137.46,138.72000000000003,135.47,137.76000000000002,54711
2012-12-04 10:14:07.251931,162.59,164.37,158.56000000000003,159.20000000000002,32805
2012-12-05 10:14:07.251931,150.31,151.25,149.01,151.03,30143
2012-12-06 10:14:07.251931,185.65,189.14000000000001,185.06,188.70000000000002,85828
2012-12-07 10:14:07.251931,165.87,168.69,164.22,168.47,72473
2012-12-10 10:14:07.251931,116.29,118.73,112.48000000000002,112.83000000000001,26017
2012-12-11 10:14:07.251931,107.06,109.32000000000001,103.48,103.55,73202
2012-12-12 10:14:07.251931,164.24,166.5,161.77,161.92000000000002,51423
2012-12-13 10:14:07.251931,102.65,104.80000000000001,98.4,101.26,51713
2012-12-14 10:14:07.251931,158.58,160.59,157.23000000000002,157.66000000000003,97856
2012-12-17 10:14:07.251931,194.02,197.25000000000003,191.89000000000001,195.82000000000002,84310
2012-12-18 10:14:07.251931,157.55,159.48000000000002,152.92000000000002,153.12,12205
2012-12-19 10:14:07.251931,138.82,138.94,133.85,134.17,63266
